sku,advertise,group,subsku1,subsku2,subsku3,subsku4,subsku5,subsku6,subsku7,subsku8,subsku9,subsku10,upc,collection,title,color1,color2,color3,color4,colorlink,fabric1,fabric2,fabric3,price,map,category,subcategory1,subcategory2,subcategory3,subcategory4,weight,height,width,depth,sizelink,class,description,feature 1,feature 2,feature 3,feature 4,feature 5,assembly,material1,material2,material3,material4,wood,origin,shipmethod,boxcount,boxweight,boxheight,boxwidth,boxdepth,box2weight,box2height,box2width,box2depth,box3weight,box3height,box3width,box3depth,box4weight,box4height,box4width,box4depth,box5weight,box5height,box5width,box5depth,box6weight,box6height,box6width,box6depth,box7weight,box7height,box7width,box7depth,box8weight,box8height,box8width,box8depth,box9weight,box9height,box9width,box9depth,estimatedship,shipnote,mainimage1,"mainimage2,mainimage3",setimage1,setimage2,setimage3,roomimage1,roomimage2,roomimage3,additionalimage1,additionalimage2,additionalimage3,additionalimage4,additionalimage5,additionalimage6,additionalimage7,additionalimage8,additionalimage9,additionalimage10,diagramimage1,diagramimage2,diagramimage3,swatchimage1,swatchimage2,swatchimage3,swatchimage4,swatchimage5,swatchimage6,swatchimage7,swatchimage8,swatchimage9,swatchimage10
1354BTWR,TRUE,1354BTWR,1354-330,1354-110,90046.0,,,,,,,,796995914971,Westfield,Westfield Post Bed Set - Twin - w/Rails,White,,,,,,,,$160.0,,Bed,Bed Set,Metal,Post,Twin,68.0,52.0,54.0,76.0,,,"Inspired by classic cottage styling, Hillsdale Furniture's Westfield youth bed features a traditional curved headboard and lovely sculpted feet. Finished in a perfectly charming white, this bed is a refreshing and cheerful addition to your child's bedroom.",Traditional curved headboard,Sculpted feet,White finish,"Headboard is 52"" tall, and footboard is 30""",,,Metal,,,,,Vietnam/China,Small Parcel,3.0,31.0,5.0,35.0,41.0,22.0,6.0,14.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-330,TRUE,1354BTWR,,,,,,,,,,,796995048157,Westfield,Westfield Bed Set - Twin,White,,,,,,,,$70.0,,Bed,Bed Set,Metal,,Twin,26.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,31.0,5.0,35.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-110,TRUE,1354BTWR,,,,,,,,,,,796995048195,Westfield,Westfield Bed Post Kit - 4 - Twin,White,,,,,,,,$50.0,,Bed,Posts,Metal,,Twin,17.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,22.0,6.0,14.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90046.0,TRUE,1354BTWR,,,,,,,,,,,796995954885,Westfield,4 Leg Twin/Full Bed Frame,White,,,,,,,,$40.0,,Bed,Frame,Metal,,Twin,25.0,,54.0,76.0,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,30.0,4.0,8.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354BTW,TRUE,1354BTW,1354-330,1354-110,,,,,,,,,796995931022,Westfield,Westfield Post Bed Set - Twin - Rails not included,White,,,,,,,,$120.0,,Bed,Bed Set,Metal,Post,Twin,43.0,52.0,41.0,,,,"Inspired by classic cottage styling, Hillsdale Furniture's Westfield youth bed features a traditional curved headboard and lovely sculpted feet. Finished in a perfectly charming white, this bed is a refreshing and cheerful addition to your child's bedroom.",Traditional curved headboard,Sculpted feet,White finish,"Headboard is 52"" tall, and footboard is 30""",,,Metal,,,,,Vietnam,Small Parcel,2.0,31.0,5.0,35.0,41.0,22.0,6.0,14.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,hh1354btwmr.jpg,hh1354btwpr.jpg,,hh1354btwmr.jpg,hh1354btwpr.jpg,hh1354btwmr.jpg,hh1354btwmr.jpg,hh1354btwpr.jpg,hh1354btwpr.jpg,,,,
1354-330,TRUE,1354BTW,,,,,,,,,,,796995048157,Westfield,Westfield Bed Set - Twin,White,,,,,,,,$70.0,,Bed,Bed Set,Metal,,Twin,26.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,31.0,5.0,35.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-110,TRUE,1354BTW,,,,,,,,,,,796995048195,Westfield,Westfield Bed Post Kit - 4 - Twin,White,,,,,,,,$50.0,,Bed,Posts,Metal,,Twin,17.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,22.0,6.0,14.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354BTWHTR,TRUE,1354BTWHTR,1354-330,1354-110,90008.0,90013.0,,,,,,,796995940871,Westfield,Westfield Post Bed Set - Twin - w/Rails and Trundle,White,,,,,,,,$259.5,,Bed,Bed Set,Metal,Post,Twin,91.0,52.0,41.0,76.0,,,"Inspired by classic cottage styling, Hillsdale Furniture's Westfield youth bed features a traditional curved headboard and lovely sculpted feet. Finished in a perfectly charming white, this bed is a refreshing and cheerful addition to your child's bedroom.",Traditional curved headboard,Sculpted feet,White finish,"Headboard is 52"" tall, and footboard is 30""",,,Metal,,,,,Vietnam/China,Small Parcel,4.0,31.0,5.0,35.0,41.0,22.0,6.0,14.0,49.0,29.0,4.0,21.0,76.0,29.0,4.0,21.0,74.0,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-330,TRUE,1354BTWHTR,,,,,,,,,,,796995048157,Westfield,Westfield Bed Set - Twin,White,,,,,,,,$70.0,,Bed,Bed Set,Metal,,Twin,26.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,31.0,5.0,35.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-110,TRUE,1354BTWHTR,,,,,,,,,,,796995048195,Westfield,Westfield Bed Post Kit - 4 - Twin,White,,,,,,,,$50.0,,Bed,Posts,Metal,,Twin,17.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,22.0,6.0,14.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90008.0,TRUE,1354BTWHTR,,,,,,,,,,,79699590008,Westfield,Daybed Suspension Deck,White,,,,,,,,$67.0,,Bed,Suspension Deck,Metal,,Twin,24.0,,39.0,76.0,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,29.0,4.0,21.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90013.0,TRUE,1354BTWHTR,,,,,,,,,,,796995931442,Westfield,Roll-Out Trundle,White,,,,,,,,$72.5,,Bed,Trundle,Metal,,Twin,24.0,4.0,39.25,73.15,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,29.0,4.0,21.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354BFR,TRUE,1354BFR,1354-460,1354-110,90046.0,,,,,,,,796995914957,Westfield,Westfield Post Bed Set - Full - w/Rails,White,,,,,,,,$205.0,,Bed,Bed Set,Metal,Post,Full,79.0,52.0,56.0,76.0,,,"Inspired by classic cottage styling, Hillsdale Furniture's Westfield youth bed features a traditional curved headboard and lovely sculpted feet. Finished in a perfectly charming white, this bed is a refreshing and cheerful addition to your child's bedroom.",Traditional curved headboard,Sculpted feet,White finish,"Headboard is 52"" tall, and footboard is 30""",,,Metal,,,,,Vietnam/China,Oversized,3.0,42.0,5.0,35.0,56.0,22.0,6.0,14.0,49.0,30.0,4.0,8.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-460,TRUE,1354BFR,,,,,,,,,,,79699504814,Westfield,Westfield Bed Set - Full,White,,,,,,,,$115.0,,Bed,Bed Set,Metal,,Full,37.0,52.0,56.0,,,,,,,,,,,Metal,,,,,Vietnam,Oversized,1.0,42.0,5.0,35.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-110,TRUE,1354BFR,,,,,,,,,,,796995048195,Westfield,Westfield Bed Post Kit - 4 - Twin,White,,,,,,,,$50.0,,Bed,Posts,Metal,,Full,17.0,52.0,56.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,22.0,6.0,14.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90046.0,TRUE,1354BFR,,,,,,,,,,,796995954885,Westfield,4 Leg Twin/Full Bed Frame,White,,,,,,,,$40.0,,Bed,Frame,Metal,,Full,25.0,,54.0,76.0,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,30.0,4.0,8.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354BF,TRUE,1354BF,1354-460,1354-110,,,,,,,,,796995931015,Westfield,Westfield Post Bed Set - Full - Rails not included,White,,,,,,,,$165.0,,Bed,Bed Set,Metal,Post,Full,54.0,52.0,56.0,63.5,,,"Inspired by classic cottage styling, Hillsdale Furniture's Westfield youth bed features a traditional curved headboard and lovely sculpted feet. Finished in a perfectly charming white, this bed is a refreshing and cheerful addition to your child's bedroom.",Traditional curved headboard,Sculpted feet,White finish,"Headboard is 52"" tall, and footboard is 30""",,,Metal,,,,,Vietnam,Oversized,2.0,42.0,5.0,35.0,56.0,22.0,6.0,14.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,hh1354bfmr.jpg,hh1354bfpr.jpg,,hh1354bfmr.jpg,hh1354bfpr.jpg,hh1354bfmr.jpg,hh1354bfmr.jpg,hh1354bfpr.jpg,hh1354bfpr.jpg,,,,
1354-460,TRUE,1354BF,,,,,,,,,,,79699504814,Westfield,Westfield Bed Set - Full,White,,,,,,,,$115.0,,Bed,Bed Set,Metal,,Full,37.0,52.0,56.0,,,,,,,,,,,Metal,,,,,Vietnam,Oversized,1.0,42.0,5.0,35.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-110,TRUE,1354BF,,,,,,,,,,,796995048195,Westfield,Westfield Bed Post Kit - 4 - Twin,White,,,,,,,,$50.0,,Bed,Posts,Metal,,Full,17.0,52.0,56.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,22.0,6.0,14.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354HTWR,TRUE,1354HTWR,1354-340,1354-000,90047.0,,,,,,,,796995914971,Westfield,Westfield Post Headboard - Twin - w/Rails,White,,,,,,,,$94.0,,Bed,Headboard,Metal,Post,Twin,46.0,52.0,54.0,63.5,,,"Inspired by classic cottage styling, Hillsdale Furniture's Westfield youth bed features a traditional curved headboard and lovely sculpted feet. Finished in a perfectly charming white, this bed is a refreshing and cheerful addition to your child's bedroom.",Traditional curved headboard,Sculpted feet,White finish,"Headboard is 52"" tall, and footboard is 30""",,,Metal,,,,,Vietnam/China,Small Parcel,3.0,18.0,3.0,34.0,40.0,13.0,5.0,13.0,48.0,30.0,3.0,9.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-340,TRUE,1354HTWR,,,,,,,,,,,796995048164,Westfield,Westfield Headboard - Twin,White,,,,,,,,$45.0,,Bed,Headboard,Metal,,Twin,13.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,18.0,3.0,34.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-000,TRUE,1354HTWR,,,,,,,,,,,796995048188,Westfield,Westfield Bed Post Kit - 2 - Twin,White,,,,,,,,$25.0,,Bed,Headboard Posts,Metal,,Twin,8.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,13.0,5.0,13.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90047.0,TRUE,1354HTWR,,,,,,,,,,,796995900479,Westfield,Twin/Full 4 Leg Headboard Frame,White,,,,,,,,$24.0,,Bed,Headboard Frame,Metal,,Twin,25.0,,54.0,63.5,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,30.0,3.0,9.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354HTW,TRUE,1354HTW,1354-340,1354-000,,,,,,,,,796995975050,Westfield,Westfield Post Headboard - Twin - Rails not included,White,,,,,,,,$70.0,,Bed,Headboard,Metal,Post,Twin,21.0,52.0,41.0,,,,"Inspired by classic cottage styling, Hillsdale Furniture's Westfield youth bed features a traditional curved headboard and lovely sculpted feet. Finished in a perfectly charming white, this bed is a refreshing and cheerful addition to your child's bedroom.",Traditional curved headboard,Sculpted feet,White finish,"Headboard is 52"" tall, and footboard is 30""",,,Metal,,,,,Vietnam,Small Parcel,2.0,18.0,3.0,34.0,40.0,13.0,5.0,13.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-340,TRUE,1354HTW,,,,,,,,,,,796995048164,Westfield,Westfield Headboard - Twin,White,,,,,,,,$45.0,,Bed,Headboard,Metal,,Twin,13.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,18.0,3.0,34.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-000,TRUE,1354HTW,,,,,,,,,,,796995048188,Westfield,Westfield Bed Post Kit - 2- Twin,White,,,,,,,,$25.0,,Bed,Headboard Posts,Metal,,Twin,8.0,52.0,41.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,13.0,5.0,13.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354HFR,TRUE,1354HFR,1354-470,1354-000,90047.0,,,,,,,,796995915008,Westfield,Westfield Post Headboard - Full - w/Rails,White,,,,,,,,$124.0,,Bed,Headboard,Metal,Post,Full,50.0,52.0,56.0,,,,"Inspired by classic cottage styling, Hillsdale Furniture's Westfield youth bed features a traditional curved headboard and lovely sculpted feet. Finished in a perfectly charming white, this bed is a refreshing and cheerful addition to your child's bedroom.",Traditional curved headboard,Sculpted feet,White finish,"Headboard is 52"" tall, and footboard is 30""",,,Metal,,,,,Vietnam/China,Oversized,3.0,22.0,3.0,34.0,56.0,13.0,5.0,13.0,48.0,30.0,3.0,9.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-470,TRUE,1354HFR,,,,,,,,,,,796995048171,Westfield,Westfield Headboard - Full,White,,,,,,,,$75.0,,Bed,Headboard,Metal,,Full,17.0,52.0,56.0,,,,,,,,,,,Metal,,,,,Vietnam,Oversized,1.0,22.0,3.0,34.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-000,TRUE,1354HFR,,,,,,,,,,,796995048188,Westfield,Westfield Bed Post Kit - 2- Twin,White,,,,,,,,$25.0,,Bed,Headboard Posts,Metal,,Full,8.0,52.0,56.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,13.0,5.0,13.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90047.0,TRUE,1354HFR,,,,,,,,,,,796995900479,Westfield,Twin/Full 4 Leg Headboard Frame,White,,,,,,,,$24.0,,Bed,Headboard Frame,Metal,,Full,25.0,,54.0,63.5,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,30.0,3.0,9.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354HF,TRUE,1354HF,1354-470,1354-000,,,,,,,,,796995931008,Westfield,Westfield Post Headboard - Full - Rails not included,White,,,,,,,,$100.0,,Bed,Headboard,Metal,Post,Full,25.0,52.0,56.0,,,,"Inspired by classic cottage styling, Hillsdale Furniture's Westfield youth bed features a traditional curved headboard and lovely sculpted feet. Finished in a perfectly charming white, this bed is a refreshing and cheerful addition to your child's bedroom.",Traditional curved headboard,Sculpted feet,White finish,"Headboard is 52"" tall, and footboard is 30""",,,Metal,,,,,Vietnam,Oversized,2.0,22.0,3.0,34.0,56.0,13.0,5.0,13.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-470,TRUE,1354HF,,,,,,,,,,,796995048171,Westfield,Westfield Headboard - Full,White,,,,,,,,$75.0,,Bed,Headboard,Metal,,Full,17.0,52.0,56.0,,,,,,,,,,,Metal,,,,,Vietnam,Oversized,1.0,22.0,3.0,34.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354-000,TRUE,1354HF,,,,,,,,,,,796995048188,Westfield,Westfield Bed Post Kit - 2 - Twin,White,,,,,,,,$25.0,,Bed,Headboard Posts,Metal,,Full,8.0,52.0,56.0,,,,,,,,,,,Metal,,,,,Vietnam,Small Parcel,1.0,13.0,5.0,13.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224BTWR,TRUE,224BTWR,224-34,224-34,90046.0,,,,,,,,796995919433,Willow,Willow Bed Set - Twin - w/Rails,Textured Black,,,,,,,,$172.0,$389.0,Bed,Bed Set,Metal,,Twin,63.0,41.25,54.0,76.0,,,A striking design mixing round and square diameters give this bed a contemporary design theme.,Round and square diameters,Scrollwork with straight spindles in the headboard and footboard,Textured black finish,,,,Metal,,,,,China,Small Parcel,3.0,24.0,4.0,33.0,41.0,24.0,4.0,33.0,41.0,30.0,4.0,8.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224-34,TRUE,224BTWR,,,,,,,,,,,796995224346,Willow,Willow Duo Panel - Twin,Textured Black,,,,,,,,$66.0,$149.0,Bed,Duo Panel ,Metal,,Twin,19.0,41.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,24.0,4.0,33.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224-34,TRUE,224BTWR,,,,,,,,,,,796995224346,Willow,Willow Duo Panel - Twin,Textured Black,,,,,,,,$66.0,$149.0,Bed,Duo Panel ,Metal,,Twin,19.0,41.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,24.0,4.0,33.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90046.0,TRUE,224BTWR,,,,,,,,,,,796995954885,Willow,4 Leg Twin/Full Bed Frame,Textured Black,,,,,,,,$40.0,,Bed,Frame,Metal,,Twin,25.0,,54.0,76.0,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,30.0,4.0,8.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224BTW,TRUE,224BTW,224-34,224-34,,,,,,,,,79699592682,Willow,Willow Bed Set - Twin - Rails not included,Textured Black,,,,,,,,$132.0,$289.0,Bed,Bed Set,Metal,,Twin,38.0,41.25,36.25,,,,A striking design mixing round and square diameters give this bed a contemporary design theme.,Round and square diameters,Scrollwork and straight spindles in the headboard and footboard,Textured black finish,,,,Metal,,,,,China,Small Parcel,2.0,24.0,4.0,33.0,41.0,24.0,4.0,33.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224-34,TRUE,224BTW,,,,,,,,,,,796995224346,Willow,Willow Duo Panel - Twin,Textured Black,,,,,,,,$66.0,$149.0,Bed,Duo Panel ,Metal,,Twin,19.0,41.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,24.0,4.0,33.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224-34,TRUE,224BTW,,,,,,,,,,,796995224346,Willow,Willow Duo Panel - Twin,Textured Black,,,,,,,,$66.0,$149.0,Bed,Duo Panel ,Metal,,Twin,19.0,41.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,24.0,4.0,33.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140BFR,TRUE,1140BFR,1140.0,1140.0,90046.0,,,,,,,,796995912083,Willow,Willow Bed Set - Full - w/Rails,Textured black,,,,,,,,$208.0,$499.0,Bed,Bed Set,Metal,,Full,73.0,55.25,54.0,76.0,,,A striking design mixing round and square diameters give this bed a contemporary design theme.,Round and square diameters,Scrollwork and straight spindles in the headboard and footboard,Textured black finish,,,,Metal,,,,,China,Oversized,3.0,29.0,3.0,37.0,55.0,29.0,3.0,37.0,55.0,30.0,4.0,8.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140.0,TRUE,1140BFR,,,,,,,,,,,706369011403,Willow,Willow Duo Panel - Full,Textured black,,,,,,,,$84.0,$229.0,Bed,Duo Panel ,Metal,,Full,24.0,55.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Oversized,1.0,29.0,3.0,37.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140.0,TRUE,1140BFR,,,,,,,,,,,706369011403,Willow,Willow Duo Panel - Full,Textured black,,,,,,,,$84.0,$229.0,Bed,Duo Panel ,Metal,,Full,24.0,55.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Oversized,1.0,29.0,3.0,37.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90046.0,TRUE,1140BFR,,,,,,,,,,,796995954885,Willow,4 Leg Twin/Full Bed Frame,Textured black,,,,,,,,$40.0,,Bed,Frame,Metal,,Full,25.0,,54.0,76.0,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,30.0,4.0,8.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140BF,TRUE,1140BF,1140.0,1140.0,,,,,,,,,796995928879,Willow,Willow Bed Set - Full - Rails not included,Textured Black,,,,,,,,$168.0,$429.0,Bed,Bed Set,Metal,,Full,48.0,55.25,36.25,3.0,,,A striking design mixing round and square diameters give this bed a contemporary design theme.,Round and square diameters,Scrollwork and straight spindles in the headboard and footboard,Textured black finish,,,,Metal,,,,,China,Oversized,2.0,29.0,3.0,37.0,55.0,29.0,3.0,37.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140.0,TRUE,1140BF,,,,,,,,,,,706369011403,Willow,Willow Duo Panel - Full,Textured Black,,,,,,,,$84.0,$229.0,Bed,Duo Panel ,Metal,,Full,24.0,55.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Oversized,1.0,29.0,3.0,37.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140.0,TRUE,1140BF,,,,,,,,,,,706369011403,Willow,Willow Duo Panel - Full,Textured Black,,,,,,,,$84.0,$229.0,Bed,Duo Panel ,Metal,,Full,24.0,55.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Oversized,1.0,29.0,3.0,37.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141BQR,TRUE,1141BQR,1141.0,1141.0,90056.0,,,,,,,,79699591209,Willow,Willow Bed Set - Queen - w/Rails,Textured Black,,,,,,,,$212.0,$499.0,Bed,Bed Set,Metal,,Queen,89.0,62.25,78.0,83.5,,,A striking design mixing round and square diameters give this bed a contemporary design theme.,Round and square diameters,Scrollwork and straight spindles in the headboard and footboard,Textured black finish,,,,Metal,,,,,China,Oversized,3.0,30.0,4.0,37.0,63.0,30.0,4.0,37.0,63.0,44.0,4.0,8.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141.0,TRUE,1141BQR,,,,,,,,,,,70636901141,Willow,Willow Duo Panel - Queen,Textured Black,,,,,,,,$84.0,$229.0,Bed,Duo Panel ,Metal,,Queen,25.0,62.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Oversized,1.0,30.0,4.0,37.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141.0,TRUE,1141BQR,,,,,,,,,,,70636901141,Willow,Willow Duo Panel - Queen,Textured Black,,,,,,,,$84.0,$229.0,Bed,Duo Panel ,Metal,,Queen,25.0,62.25,36.25,3.0,,,,,,,,,,Metal,,,,,China,Oversized,1.0,30.0,4.0,37.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90056.0,TRUE,1141BQR,,,,,,,,,,,796995900561,Willow,6 Leg Queen/King Bed Frame,Textured Black,,,,,,,,$44.0,,Bed,Frame,Metal,,Queen,39.0,,78.0,83.5,,,,,,,,,,Metal,,,,,China,Small Parcel,1.0,44.0,4.0,8.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
